agent_id,age,born_in_us,city,detailed_race,ethnicity,family_income_at_16,family_structure_at_16,fathers_highest_degree,first_name,highest_degree_received,hispanic_origin,last_name,marital_status,military_service_duration,mothers_highest_degree,mothers_work_history,party_identification,political_views,race,religion,religion_at_16,residence_at_16,same_residence_since_16,sex,speak_other_language,state,street_address,total_wealth,us_citizenship_status,work_status
3016,34,No,Los Angeles,Hispanic or Latino,Colombia,Average,Lived with parents,Less than high school,Vanessa,Graduate,Not Hispanic,Moreno,Married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,None,Catholic,Foreign,Different state,Female,Yes,CA,123 Bel Air Rd,Above $10 million,Not a U.S. citizen,Working full time
0202,35,Yes,San Diego,Hispanic or Latino,Guatemala,Below average,Lived with parents,Less than high school,Juan,Graduate,Not Hispanic,Ramirez,Never married,"Yes, more than 4 years",Less than high school,No,"Independent (neither, no response)",Slightly liberal,Other,Catholic,Catholic,Pacific,Same city,Male,Yes,CA,123 Maple Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
0857,35,Yes,Columbus,White,Austria,Far below average,Lived with parents,Less than high school,Christopher,Graduate,Not Hispanic,Richardson,Never married,No active duty,High school,Yes,"Independent, close to democrat","Moderate, middle of the road",White,Protestant,Protestant,East North Central,Different state,Male,No,OH,4372 Maplewood Avenue,"$5,000 to $20,000",A U.S. citizen,Working full time
1037,35,Yes,Miami,Hispanic or Latino,Cuba,Above average,Lived with parents,Less than high school,Ana,Graduate,Not Hispanic,Rodriguez,Married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",White,Muslim/Islam,Catholic,South Atlantic,Same city,Female,Yes,FL,123 Elm Street,"Less than $5,000",A U.S. citizen,Working full time
2146,35,Yes,Boulder,Native American or Alaska Native,American Indian,Average,Lived with parents,Less than high school,Ashley,Graduate,Not Hispanic,Collins,Married,No active duty,Less than high school,No,Strong republican,Conservative,Other,Protestant,Protestant,Mountain,"Same state, different city",Female,Yes,CO,789 Mountain View Drive,"$250,000 to $500,000",A U.S. citizen,Working full time
3299,35,Yes,Chicago,Black or African American,Nigeria,Average,Lived with parents,Less than high school,Imani,Graduate,Not Hispanic,Ibrahim,Divorced,No active duty,High school,Yes,Strong democrat,Liberal,Black,None,Protestant,East North Central,Same city,Female,No,IL,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1125,37,No,Evanston,Asian,Other Asian,Far below average,Lived with parents,Less than high school,Mei,Graduate,Not Hispanic,Chen,Married,No active duty,Less than high school,Yes,"Independent, close to republican",Extremely conservative,Other,Protestant,Protestant,East North Central,"Same state, different city",Female,Yes,IL,1234 Lakeview Drive,"$250,000 to $500,000",A U.S. citizen,Working full time
1971,37,Yes,Plano,Hispanic or Latino,Mexico,Below average,Lived with parents,Less than high school,Maria,Graduate,Not Hispanic,Vazquez,Married,No active duty,High school,No,Strong republican,Conservative,White,Catholic,Catholic,West South Central,"Same state, different city",Female,Yes,TX,1234 Oak Ridge Drive,"$150,000 to $250,000",A U.S. citizen,Working part time
2189,37,Yes,San Jose,Asian,Vietnam,Below average,Lived with parents,Less than high school,Mai,Graduate,Not Hispanic,Nguyen,Divorced,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Other,Catholic,Catholic,Pacific,"Same state, different city",Female,Yes,CA,123 Pinecrest Drive,$1 million to $2 million,A U.S. citizen,Working full time
0621,38,No,Seattle,Asian,China,Far below average,Lived with parents,Less than high school,David,Graduate,Not Hispanic,Chen,Married,No active duty,Less than high school,Yes,Not very strong democrat,Liberal,Other,Protestant,None,Foreign,Different state,Male,Yes,WA,123 Elmwood Drive,"$20,000 to $40,000",A U.S. citizen,Working full time
2255,39,No,Dallas,Hispanic or Latino,Mexico,Far below average,Lived with parents,Less than high school,Michele,Graduate,Not Hispanic,Acosta,Married,No active duty,High school,Yes,Not very strong democrat,Liberal,Other,None,Catholic,West South Central,Same city,Female,Yes,TX,1023 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2512,40,Yes,Des Moines,White,Other North America,Average,Lived with parents,Less than high school,Linda,Graduate,Not Hispanic,Mitchell,Married,No active duty,Bachelor's,Yes,Not very strong democrat,"Moderate, middle of the road",White,Catholic,Catholic,West North Central,"Same state, different city",Female,Yes,IA,123 Hawthorne Lane,$1 million to $2 million,A U.S. citizen,Working full time
0320,43,Yes,San Jose,Asian,Vietnam,Far below average,Lived with parents,Less than high school,Christian,Graduate,Not Hispanic,Nguyen,Married,No active duty,Less than high school,Yes,"Independent, close to democrat","Moderate, middle of the road",Other,Catholic,Protestant,Pacific,Same city,Male,Yes,CA,1234 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
0552,43,No,Seattle,Asian,China,Average,Lived with parents,Less than high school,David,Graduate,Not Hispanic,Lee,Married,No active duty,Less than high school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Other,None,None,Foreign,Different state,Male,Yes,WA,123 Orchard Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
2763,43,Yes,Huntsville,White,American only,Below average,Lived with parents,Less than high school,Nancy,Graduate,Not Hispanic,Roberts,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East South Central,Same city,Female,No,AL,1523 Magnolia Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
0328,44,No,Princeton,White,Yugoslavia,Average,Lived with parents,Less than high school,Theresa,Graduate,Not Hispanic,Mikell,Married,No active duty,Less than high school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,Middle Atlantic,Different state,Female,Yes,NJ,123 Oak Ridge Drive,"$500,000 to $1 million",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
0810,23,Yes,Philadelphia,White,Ireland,Far below average,Lived with parents,High school,Madelyn,Graduate,Not Hispanic,Whitworth,Never married,No active duty,Associate/junior college,Yes,Strong democrat,Slightly liberal,White,None,Catholic,Middle Atlantic,Different state,Female,No,PA,123 Elm Street,"$5,000 to $20,000",A U.S. citizen,Working full time
0002,25,Yes,Chicago,Black or African American,American Indian,Below average,Lived with parents,High school,Gabriela,Graduate,Not Hispanic,Johnson,Never married,No active duty,Graduate,Yes,Not very strong democrat,Liberal,Black,None,Protestant,East North Central,Same city,Female,No,IL,1234 Elm Street,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1250,26,Yes,Columbus,White,England & Wales,Average,Lived with parents,High school,Ryan,Graduate,Not Hispanic,Miller,Married,No active duty,Associate/junior college,Yes,Other party,Conservative,White,Christian,Protestant,East North Central,"Same state, different city",Male,No,OH,123 Maple Street,"Less than $5,000",A U.S. citizen,Working full time
2438,26,Yes,Portland,White,England & Wales,Above average,Lived with parents,High school,Matthew,Graduate,Not Hispanic,Hoffman,Never married,No active duty,Graduate,Yes,"Independent, close to democrat",Extremely liberal,White,Protestant,Protestant,Pacific,"Same state, different city",Male,No,OR,1234 Evergreen Terrace,"Less than $5,000",A U.S. citizen,Working full time
3114,26,Yes,Philadelphia,Black or African American,Nigeria,Far below average,Parent died,High school,Tyrell,Graduate,Not Hispanic,Williams,Never married,"Yes, less than 2 years",Less than high school,Yes,"Independent, close to republican",Slightly conservative,Black,Other,Jewish,Middle Atlantic,Same city,Male,Yes,PA,1234 Chestnut St,"Less than $5,000",A U.S. citizen,Working full time
0019,27,Yes,Portland,White,Ireland,Average,Lived with parents,High school,Molly,Graduate,Not Hispanic,O'Connor,Married,No active duty,Graduate,Yes,Strong democrat,Liberal,White,Catholic,Catholic,New England,Different state,Female,No,ME,42 Maple Street,"$20,000 to $40,000",A U.S. citizen,Working full time
2053,27,No,Charleston,Hispanic or Latino,Honduras,Far below average,Lived with parents,High school,Javier,Graduate,Not Hispanic,Gonzalez,Married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly liberal,White,None,Catholic,South Atlantic,Same city,Male,Yes,SC,1234 Peachtree Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
3079,27,Yes,Charleston,White,Other European,Below average,Lived with parents,High school,Matthew,Graduate,Not Hispanic,Higgins,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,SC,123 Magnolia Ave,"$20,000 to $40,000",A U.S. citizen,Working full time
0762,28,Yes,Chicago,White,Poland,Average,"Divorce, separated",High school,Lauren,Graduate,Not Hispanic,Kallas,Never married,No active duty,High school,Yes,Other party,Extremely liberal,White,None,Catholic,East North Central,"Same state, different city",Female,No,IL,123 W Diversey Pkwy,"$40,000 to $75,000",A U.S. citizen,Working full time
1366,28,Yes,Atlanta,Black or African American,American only,Average,"Divorce, separated",High school,Antonio,Graduate,Not Hispanic,Williams,Never married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,Black,Protestant,Protestant,South Atlantic,Same city,Male,No,GA,123 Maple Avenue,"$5,000 to $20,000",A U.S. citizen,Working full time
2519,28,No,San Francisco,Asian,Other Asian,Below average,Lived with parents,High school,Mai,Graduate,Not Hispanic,Nguyen,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,Other,Buddhism,Buddhism,Pacific,Same city,Female,Yes,CA,1234 Ocean View Ave,"$40,000 to $75,000",A U.S. citizen,Working full time
2685,28,No,San Francisco,Asian,China,Average,"Divorce, separated",High school,Wei,Graduate,Not Hispanic,Chen,Never married,No active duty,Graduate,Yes,Strong democrat,Slightly liberal,Other,None,None,Pacific,Different state,Male,Yes,CA,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,In school
0446,29,Yes,Charleston,White,Other European,Average,"Divorce, separated",High school,Melissa,Graduate,Not Hispanic,Williams,Married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,None,Protestant,South Atlantic,"Same state, different city",Female,No,SC,742 Evergreen Terrace,"$150,000 to $250,000",A U.S. citizen,Working full time
0508,29,Yes,Charlotte,White,England & Wales,Below average,Lived with parents,High school,Mark,Graduate,Not Hispanic,Stevens,Married,No active duty,High school,Yes,Strong democrat,Extremely liberal,White,None,Protestant,South Atlantic,"Same state, different city",Male,No,NC,1243 Elmwood Avenue,"$5,000 to $20,000",A U.S. citizen,Working full time
2854,29,Yes,Atlanta,Black or African American,Other Caribbean,Above average,Lived with parents,High school,Tamara,Graduate,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,Black,None,Catholic,South Atlantic,"Same state, different city",Female,No,GA,123 Peachtree St,"$40,000 to $75,000",A U.S. citizen,Working full time
3043,29,Yes,Newark,Black or African American,Other Africa,Average,Lived with parents,High school,Sharon,Graduate,Not Hispanic,Gonzalez,Never married,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,Black,Protestant,Protestant,Middle Atlantic,"Same state, different city",Female,No,NJ,123 Maple Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
0438,30,Yes,San Francisco,Asian,Japan,Above average,Lived with parents,High school,Miriam,Graduate,Not Hispanic,Yamamoto,Never married,No active duty,High school,Yes,Not very strong republican,"Moderate, middle of the road",Other,None,None,Pacific,Same city,Female,No,CA,123 Cherry Blossom Lane,"$20,000 to $40,000",A U.S. citizen,Working part time
1061,30,No,Bellevue,Asian,South Korea,Above average,Lived with parents,High school,Tiffany,Graduate,Not Hispanic,Kim,Never married,No active duty,High school,No,Not very strong democrat,Conservative,Other,None,Buddhism,Foreign,Different state,Female,Yes,WA,1234 Maple Blossom Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
1876,30,Yes,Santa Monica,White,England & Wales,Above average,"Divorce, separated",High school,Nicole,Graduate,Not Hispanic,West,Married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,None,Protestant,Pacific,"Same state, different city",Female,No,CA,1234 Oceanview Drive,"$150,000 to $250,000",A U.S. citizen,Working full time
0288,31,Yes,Newark,Black or African American,Mexico,Below average,Lived with parents,High school,Antonio,Graduate,Not Hispanic,Garcia,Never married,"Yes, less than 2 years",Associate/junior college,Yes,Not very strong republican,Conservative,Black,Protestant,Protestant,Middle Atlantic,Different state,Male,No,NJ,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
0594,31,No,Newark,White,Portugal,Below average,Lived with parents,High school,Santiago,Graduate,Not Hispanic,Martinez,Married,No active duty,Less than high school,Yes,Not very strong republican,Slightly conservative,Other,Protestant,Protestant,Foreign,Different state,Male,Yes,NJ,123 Lisbon Ave,"$5,000 to $20,000",Not a U.S. citizen,Working full time
0607,31,Yes,Evanston,White,Czechoslovakia,Average,Lived with parents,High school,Matthew,Graduate,Not Hispanic,Stahl,Married,No active duty,Bachelor's,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,East North Central,"Same state, different city",Male,No,IL,1234 Ashland Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
0991,31,Yes,Hoboken,White,Lithuania,Average,"Divorce, separated",High school,Julia,Graduate,Not Hispanic,Weinstein,Never married,No active duty,Graduate,Yes,Strong democrat,Extremely liberal,White,Jewish,Jewish,Middle Atlantic,Same city,Female,Yes,NJ,123 Elm Street,"$150,000 to $250,000",A U.S. citizen,Working full time
0543,32,Yes,Princeton,White,Germany,Above average,Lived with parents,High school,Jennifer,Graduate,Not Hispanic,Weiss,Married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,Jewish,Jewish,Middle Atlantic,Different state,Female,No,NJ,123 Elmwood Avenue,"$100,000 to $150,000",A U.S. citizen,Working full time
0585,32,No,Cleveland,White,Yugoslavia,Far below average,Lived with parents,High school,Matthew,Graduate,Not Hispanic,Gorman,Divorced,"Yes, less than 2 years",Graduate,Yes,Other party,Liberal,White,Other,Orthodox-Christian,Foreign,Different state,Male,Yes,OH,1234 Elm Street,"Less than $5,000",Not a U.S. citizen,Working full time
3300,32,Yes,Birmingham,Black or African American,South Africa,Above average,Lived with parents,High school,Vanessa,Graduate,Not Hispanic,Williams,Married,No active duty,Graduate,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,Protestant,Protestant,East South Central,"Same state, different city",Female,Yes,AL,123 Maple Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
0651,33,No,Jersey City,Asian,India,Below average,Lived with parents,High school,Raj,Graduate,Not Hispanic,Patel,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Other,Hinduism,Hinduism,Foreign,Different state,Male,Yes,NJ,123 Elm Street,"$150,000 to $250,000",A U.S. citizen,Working full time
0961,33,Yes,Austin,White,England & Wales,Average,Lived with parents,High school,Stephanie,Graduate,Not Hispanic,Wilson,Never married,No active duty,High school,Yes,Strong democrat,Liberal,White,Protestant,Protestant,West South Central,Different state,Female,No,TX,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
1119,33,Yes,Birmingham,White,Scotland,Below average,Lived with parents,High school,Lauren,Graduate,Not Hispanic,Hawkins,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East South Central,Same city,Female,No,AL,123 Oakwood Drive,"Less than $5,000",A U.S. citizen,Working full time
2002,33,Yes,Seattle,White,Scotland,Above average,Lived with parents,High school,Emily,Graduate,Not Hispanic,Furlong,Never married,No active duty,Bachelor's,Yes,Strong democrat,Extremely liberal,White,Other,Protestant,Pacific,Same city,Female,No,WA,1456 Maplewood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2876,33,Yes,Columbia,Black or African American,Other Caribbean,Average,Lived with parents,High school,Nicole,Graduate,Not Hispanic,Washington,Married,No active duty,Graduate,Yes,Not very strong democrat,Liberal,Black,Protestant,Protestant,South Atlantic,"Same state, different city",Female,Yes,SC,742 Evergreen Terrace,"Less than $5,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
3215,33,No,San Francisco,Asian,South Korea,Below average,Lived with parents,High school,Joshua,Graduate,Not Hispanic,Kim,Married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Other,Protestant,Protestant,Pacific,Different state,Male,Yes,CA,1234 Ocean View Dr,"$250,000 to $500,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
0692,35,No,Naperville,White,Russia,Average,"Other (left home before 16, e.g., for school)",High school,Victoria,Graduate,Not Hispanic,Petrov,Married,No active duty,Graduate,Yes,Not very strong republican,Slightly conservative,White,Orthodox-Christian,Orthodox-Christian,Foreign,Different state,Female,Yes,IL,1234 Evergreen Terrace,"$100,000 to $150,000",A U.S. citizen,Working part time
0947,35,Yes,Newark,White,American only,Average,Lived with parents,High school,Lauren,Graduate,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,Other party,"Moderate, middle of the road",White,Orthodox-Christian,Protestant,Middle Atlantic,"Same state, different city",Female,No,NJ,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Other
1088,35,Yes,Brooklyn,White,Ireland,Above average,Lived with parents,High school,Rachel,Graduate,Not Hispanic,Graham,Never married,No active duty,Graduate,Yes,Strong democrat,Extremely liberal,White,Jewish,Catholic,Middle Atlantic,"Same state, different city",Female,Yes,NY,1423 Elmwood Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
1198,35,Yes,Naperville,White,England & Wales,Average,Lived with parents,High school,Brian,Graduate,Not Hispanic,Palmer,Married,No active duty,Associate/junior college,Yes,Not very strong republican,Slightly conservative,White,Protestant,Protestant,East North Central,"Same state, different city",Male,No,IL,845 Evergreen Terrace,"$500,000 to $1 million",A U.S. citizen,Working full time
2644,35,Yes,Madison,White,England & Wales,Average,Lived with parents,High school,Laura,Graduate,Not Hispanic,Johnson,Married,No active duty,High school,Yes,Strong democrat,Liberal,White,None,None,East North Central,"Same state, different city",Female,No,WI,1423 Greenfield Avenue,"$20,000 to $40,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0807,36,No,Greenwich,White,Lithuania,Average,Lived with parents,High school,Cynthia,Graduate,Not Hispanic,Mendoca,Married,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,None,Protestant,Foreign,Different state,Female,Yes,CT,23 Oakridge Lane,"$500,000 to $1 million",Not a U.S. citizen,Working full time
0815,36,Yes,Chicago,White,Ireland,Below average,Lived with parents,High school,Melissa,Graduate,Not Hispanic,O'Connell,Married,No active duty,High school,Yes,Strong democrat,Extremely liberal,White,None,Catholic,East North Central,Same city,Female,No,IL,123 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
1019,36,No,Fremont,Asian,India,Far below average,Lived with parents,High school,Neeraj,Graduate,Not Hispanic,Sharma,Married,No active duty,Less than high school,No,"Independent (neither, no response)","Moderate, middle of the road",Other,None,Hinduism,Foreign,Different state,Male,Yes,CA,1234 Elm Street,"Less than $5,000",Not a U.S. citizen,Working full time
1683,36,Yes,Madison,White,Germany,Average,Lived with parents,High school,Brian,Graduate,Not Hispanic,Greene,Married,No active duty,Bachelor's,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Protestant,East North Central,"Same state, different city",Male,Yes,WI,1234 Grove Street,"$40,000 to $75,000",A U.S. citizen,Keeping house
2986,36,Yes,San Diego,Hispanic or Latino,Mexico,Below average,"Divorce, separated",High school,David,Graduate,Not Hispanic,Garcia,Married,No active duty,High school,Yes,Strong democrat,Liberal,White,Catholic,Catholic,Pacific,Different state,Male,Yes,CA,1234 Ocean View Drive,"$100,000 to $150,000",A U.S. citizen,Working full time
0257,37,Yes,Portland,White,England & Wales,Average,"Divorce, separated",High school,Jessica,Graduate,Not Hispanic,Williams,Married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,None,Catholic,Pacific,Same city,Female,No,OR,1234 Oakwood Avenue,"$40,000 to $75,000",A U.S. citizen,Other
0616,37,Yes,Newark,Black or African American,Jamaica,Average,"Divorce, separated",High school,Lorenzo,Graduate,Not Hispanic,Johnson,Never married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,Black,Protestant,Protestant,Middle Atlantic,Same city,Male,No,NJ,123 Maplewood Ave,"$20,000 to $40,000",A U.S. citizen,In school
0971,37,Yes,San Jose,Asian,Vietnam,Average,Lived with parents,High school,Mai,Graduate,Not Hispanic,Nguyen,Married,No active duty,High school,Yes,Not very strong democrat,Slightly liberal,Other,Catholic,Catholic,Pacific,Different state,Female,Yes,CA,1234 Ocean Breeze Ave,"Less than $5,000",A U.S. citizen,Working full time
1957,37,Yes,Princeton,White,Germany,Above average,Lived with parents,High school,Hannah,Graduate,Not Hispanic,Schmittgens,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,Middle Atlantic,Different state,Female,Yes,NJ,123 Park Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
2039,37,Yes,Charleston,White,Scotland,Above average,Lived with parents,High school,Amanda,Graduate,Not Hispanic,Carlson,Never married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,South Atlantic,Same city,Female,No,SC,742 Evergreen Terrace,"$250,000 to $500,000",A U.S. citizen,Working full time
2494,37,Yes,Birmingham,Native American or Alaska Native,American Indian,Below average,Lived with parents,High school,Kenneth,Graduate,Not Hispanic,Jones,Married,No active duty,High school,No,Not very strong republican,"Moderate, middle of the road",White,Protestant,Protestant,East South Central,Same city,Male,Yes,AL,123 Oakwood Drive,"$20,000 to $40,000",A U.S. citizen,Working full time
2572,37,Yes,Jersey City,Asian,Guyana,Below average,Lived with parents,High school,Marcus,Graduate,Not Hispanic,Ramos,Married,No active duty,Less than high school,No,Strong democrat,"Moderate, middle of the road",Other,None,Hinduism,Middle Atlantic,Different state,Male,No,NJ,123 Harbor View Drive,"$250,000 to $500,000",A U.S. citizen,Working full time
2700,37,No,Alexandria,Hispanic or Latino,Peru,Average,Lived with parents,High school,Luis,Graduate,Not Hispanic,Espinoza,Married,No active duty,High school,No,"Independent (neither, no response)",Slightly liberal,Other,Protestant,Catholic,Foreign,Different state,Male,Yes,VA,123 Maplewood Drive,"$20,000 to $40,000",A U.S. citizen,Working full time
0197,38,Yes,Raleigh,White,England & Wales,Average,Lived with parents,High school,Michael,Graduate,Not Hispanic,Perry,Married,No active duty,Associate/junior college,Yes,"Independent, close to democrat",Slightly liberal,White,None,Protestant,South Atlantic,Same city,Male,No,NC,123 Oakwood Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
0447,38,Yes,Austin,White,England & Wales,Average,Lived with parents,High school,Emily,Graduate,Not Hispanic,Reed,Married,No active duty,High school,Yes,Strong democrat,Slightly liberal,White,Protestant,Protestant,West South Central,Same city,Female,No,TX,1237 Magnolia Street,"$40,000 to $75,000",A U.S. citizen,Working part time
2015,38,Yes,Portland,White,Scotland,Below average,"Divorce, separated",High school,Kathleen,Graduate,Not Hispanic,Harrison,Married,"Yes, more than 4 years",Bachelor's,Yes,"Independent, close to democrat","Moderate, middle of the road",White,Protestant,Protestant,New England,"Same state, different city",Female,No,ME,85 Elmwood Avenue,"$250,000 to $500,000",A U.S. citizen,Working full time
2588,38,Yes,Newton,White,Germany,Average,Lived with parents,High school,William,Graduate,Not Hispanic,Miller,Married,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,White,None,Protestant,New England,"Same state, different city",Male,Yes,MA,25 Chestnut Hill Ave,"$500,000 to $1 million",A U.S. citizen,Working full time
2680,38,No,Jacksonville,Black or African American,Other Africa,Below average,Lived with parents,High school,Brianna,Graduate,Not Hispanic,Hampton,Married,No active duty,High school,Yes,Not very strong democrat,Liberal,Black,None,Protestant,South Atlantic,"Same state, different city",Female,Yes,FL,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working part time
3037,38,Yes,Portland,White,Netherlands,Far below average,Lived with parents,High school,Linda,Graduate,Not Hispanic,Van der Meer,Divorced,No active duty,High school,Yes,"Independent, close to democrat","Moderate, middle of the road",White,Protestant,Protestant,Pacific,"Same state, different city",Female,Yes,OR,1234 Maple Street,"$100,000 to $150,000",A U.S. citizen,Working full time
1877,39,Yes,Evanston,White,Netherlands,Average,Lived with parents,High school,Eric,Graduate,Not Hispanic,Hicks,Married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,Protestant,Protestant,East North Central,Different state,Male,No,IL,123 Elmwood Lane,"Less than $5,000",A U.S. citizen,Working full time
3046,39,Yes,Dallas,Native American or Alaska Native,American Indian,Above average,"Divorce, separated",High school,David,Graduate,Not Hispanic,Walker,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,West South Central,"Same state, different city",Male,No,TX,1234 Maplewood Drive,$1 million to $2 million,A U.S. citizen,Working full time
0044,40,Yes,Madison,Hispanic or Latino,Guatemala,Far below average,Lived with parents,High school,Francisco,Graduate,Not Hispanic,Garcia,Married,No active duty,High school,Yes,Other party,"Moderate, middle of the road",Other,Catholic,Catholic,East North Central,Same city,Male,Yes,WI,123 Elmwood Avenue,"$500,000 to $1 million",A U.S. citizen,Working full time
0348,40,Yes,Charleston,White,Italy,Average,"Divorce, separated",High school,Rosa,Graduate,Not Hispanic,Gagnon,Married,No active duty,High school,Yes,Other party,"Moderate, middle of the road",White,Protestant,Catholic,South Atlantic,Same city,Female,Yes,SC,123 Oakwood Lane,"$40,000 to $75,000",A U.S. citizen,Keeping house
0926,40,No,Bronx,Hispanic or Latino,Dominican Republic,Far below average,Parent died,High school,Carlos,Graduate,Not Hispanic,Duran,Never married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Other,Catholic,Catholic,Middle Atlantic,Same city,Male,Yes,NY,1234 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2551,40,Yes,Dallas,Native American or Alaska Native,American Indian,Above average,Lived with parents,High school,Lauren,Graduate,Not Hispanic,Massey,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Christian,Christian,West South Central,Same city,Female,No,TX,123 Oakwood Drive,"$75,000 to $100,000",A U.S. citizen,Working part time
2704,40,Yes,Milwaukee,White,Germany,Below average,"Divorce, separated",High school,Linda,Graduate,Not Hispanic,Miller,Divorced,No active duty,High school,No,"Independent (neither, no response)",Slightly liberal,White,Protestant,Protestant,East North Central,Same city,Female,No,WI,123 Greenfield Ave,"$40,000 to $75,000",A U.S. citizen,Working full time
2650,41,Yes,San Francisco,White,Mexico,Above average,Lived with parents,High school,Michael,Graduate,Not Hispanic,Flores,Married,No active duty,Bachelor's,Yes,Not very strong republican,Slightly conservative,White,Protestant,Protestant,Pacific,"Same state, different city",Male,No,CA,1234 Pacific Heights Blvd,"$75,000 to $100,000",A U.S. citizen,Working full time
3361,41,Yes,Portland,White,England & Wales,Average,Lived with parents,High school,Mark,Graduate,Not Hispanic,Graham,Never married,No active duty,Bachelor's,Yes,Strong democrat,"Moderate, middle of the road",White,Protestant,Protestant,New England,"Same state, different city",Male,Yes,ME,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0105,42,Yes,Des Moines,Black or African American,Kenya,Average,"Divorce, separated",High school,Angela,Graduate,Not Hispanic,Lewis,Divorced,No active duty,Graduate,Yes,Not very strong democrat,Slightly liberal,Black,Protestant,Protestant,West North Central,Different state,Female,No,IA,4563 Maplewood Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
0271,42,Yes,Evanston,White,England & Wales,Below average,Lived with parents,High school,Melissa,Graduate,Not Hispanic,Griffin,Never married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,Protestant,Protestant,East North Central,Same city,Female,No,IL,1247 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
