agent_id,age,born_in_us,city,detailed_race,ethnicity,family_income_at_16,family_structure_at_16,fathers_highest_degree,first_name,highest_degree_received,hispanic_origin,last_name,marital_status,military_service_duration,mothers_highest_degree,mothers_work_history,party_identification,political_views,race,religion,religion_at_16,residence_at_16,same_residence_since_16,sex,speak_other_language,state,street_address,total_wealth,us_citizenship_status,work_status
0142,47,Yes,Columbia,White,Other North America,Average,Lived with parents,Less than high school,Amy,High school,Not Hispanic,Taylor,Never married,No active duty,Less than high school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Protestant,South Atlantic,"Same state, different city",Female,Yes,SC,123 Elm Street,"Less than $5,000",A U.S. citizen,Working full time
0212,47,No,Chicago,Asian,Vietnam,Below average,Lived with parents,Less than high school,Quang,High school,Not Hispanic,Nguyen,Married,No active duty,Less than high school,Yes,Not very strong democrat,Liberal,Other,None,Buddhism,East North Central,Same city,Male,Yes,IL,1234 W Argyle St,"Less than $5,000",A U.S. citizen,Working full time
0219,47,No,Paterson,Hispanic or Latino,Dominican Republic,Below average,Lived with parents,Less than high school,Margarita,High school,Not Hispanic,Rios,Separated,No active duty,Less than high school,No,"Independent, close to democrat",Extremely liberal,White,Catholic,Catholic,Foreign,Different state,Female,No,NJ,123 Elmwood Ave,"Less than $5,000",Not a U.S. citizen,Working part time
1024,47,Yes,San Diego,Hispanic or Latino,Mexico,Average,Lived with parents,Less than high school,Antonio,High school,Not Hispanic,Garcia,Separated,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly conservative,Other,Catholic,Catholic,Pacific,"Same state, different city",Male,Yes,CA,1234 Mission Blvd,"Less than $5,000",A U.S. citizen,Working full time
1550,47,Yes,Charleston,Hispanic or Latino,Mexico,Far above average,Lived with parents,Less than high school,Raul,High school,Not Hispanic,Martinez,Married,No active duty,High school,Yes,"Independent (neither, no response)",Conservative,Other,Catholic,Catholic,South Atlantic,Different state,Male,Yes,SC,1256 Seaside Drive,"$100,000 to $150,000",A U.S. citizen,Working full time
2584,47,Yes,Chicago,Hispanic or Latino,Puerto Rico,Far below average,Lived with parents,Less than high school,Carmen,High school,Not Hispanic,Rodriguez,Never married,No active duty,Less than high school,No,Strong democrat,"Moderate, middle of the road",Other,Catholic,Catholic,East North Central,Same city,Female,Yes,IL,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Working part time
1316,48,Yes,Overland Park,White,Czechoslovakia,Below average,Lived with parents,Less than high school,Charles,High school,Not Hispanic,Nichols,Married,No active duty,Less than high school,No,"Independent, close to republican",Conservative,White,Protestant,Protestant,West North Central,"Same state, different city",Male,Yes,KS,4820 Cedar Ridge Road,$3 million to $4 million,A U.S. citizen,Working full time
1394,48,Yes,Plano,White,Scotland,Average,Lived with parents,Less than high school,Susan,High school,Not Hispanic,Miles,Married,No active duty,Less than high school,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,West South Central,Same city,Female,No,TX,1234 Oakridge Drive,"$40,000 to $75,000",A U.S. citizen,Keeping house
1867,48,No,Edison,Asian,India,Far below average,Lived with parents,Less than high school,Amaris,High school,Not Hispanic,Rojek,Married,No active duty,Less than high school,Yes,"Independent, close to republican",Conservative,Other,Hinduism,Hinduism,Foreign,Different state,Female,Yes,NJ,456 Harmony Lane,"Less than $5,000",A U.S. citizen,Keeping house
1979,48,No,Silver Spring,Black or African American,Kenya,Far below average,Lived with parents,Less than high school,James,High school,Not Hispanic,Mwangi,Married,No active duty,Less than high school,No,Not very strong democrat,Slightly liberal,Black,Protestant,Protestant,Foreign,Different state,Male,Yes,MD,4823 Maplewood Avenue,"$250,000 to $500,000",A U.S. citizen,Working full time
2832,48,Yes,Little Rock,Native American or Alaska Native,American Indian,Far below average,Lived with parents,Less than high school,Linda,High school,Not Hispanic,Richardson,Divorced,No active duty,Less than high school,No,Strong republican,Conservative,White,Protestant,Protestant,West South Central,Different state,Female,No,AR,742 Evergreen Terrace,"$5,000 to $20,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
0117,49,Yes,Columbia,White,Germany,Far below average,Lived with parents,Less than high school,Linda,High school,Not Hispanic,Smith,Married,No active duty,High school,Yes,"Independent, close to republican",Slightly conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Female,No,SC,124 Maple Avenue,"Less than $5,000",A U.S. citizen,Keeping house
0459,49,Yes,Providence,White,Italy,Average,Lived with parents,Less than high school,Joseph,High school,Not Hispanic,Martinez,Never married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Catholic,Catholic,New England,Same city,Male,No,RI,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0648,49,Yes,Columbus,White,Germany,Average,Lived with parents,Less than high school,William,High school,Not Hispanic,Beck,Married,"Yes, more than 4 years",High school,Yes,Not very strong republican,Conservative,White,Catholic,Catholic,East North Central,Different state,Male,No,OH,1234 Elm Street,"$20,000 to $40,000",A U.S. citizen,In school
1339,49,Yes,San Diego,White,Scotland,Above average,Lived with parents,Less than high school,Keith,High school,Not Hispanic,Anderson,Married,No active duty,High school,Yes,Not very strong republican,Slightly liberal,White,Protestant,None,Pacific,Different state,Male,Yes,CA,1234 Maplewood Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
2347,49,Yes,Charleston,Black or African American,South Africa,Below average,Lived with parents,Less than high school,Danielle,High school,Not Hispanic,Johnson,Divorced,No active duty,High school,Yes,Not very strong democrat,Extremely conservative,Black,Catholic,Catholic,South Atlantic,"Same state, different city",Female,No,SC,2340 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2376,49,Yes,Dallas,White,Scotland,Below average,Lived with parents,Less than high school,Gregory,High school,Not Hispanic,Thompson,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,West South Central,Same city,Male,No,TX,1234 Magnolia Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
0367,50,Yes,Providence,White,Other Canada,Below average,Lived with parents,Less than high school,Michael,High school,Not Hispanic,Johnson,Married,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly liberal,White,Catholic,Catholic,New England,Same city,Male,No,RI,150 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
1197,50,Yes,Plano,White,Other North America,Average,Lived with parents,Less than high school,Robert,High school,Not Hispanic,Peterson,Married,No active duty,Less than high school,No,"Independent, close to republican",Extremely conservative,White,Protestant,Protestant,West South Central,Same city,Male,No,TX,1234 Lakeview Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
3129,50,No,Burlington,Hispanic or Latino,Panama,Average,Lived with parents,Less than high school,Michael,High school,Not Hispanic,Gonzalez,Divorced,No active duty,Less than high school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,Foreign,Different state,Male,Yes,VT,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
1791,51,Yes,Overland Park,White,American only,Above average,Lived with parents,Less than high school,Michael,High school,Not Hispanic,Burns,Divorced,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,West North Central,"Same state, different city",Male,No,KS,1234 Prairie Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
2301,51,Yes,Little Rock,Black or African American,Other Africa,Far below average,Parent died,Less than high school,Shannon,High school,Not Hispanic,Garrison,Divorced,No active duty,Less than high school,Yes,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,West South Central,Same city,Female,No,AR,742 Oakwood Avenue,"$5,000 to $20,000",A U.S. citizen,Working part time
2719,51,Yes,Birmingham,Black or African American,Other North America,Average,Lived with parents,Less than high school,Darnell,High school,Not Hispanic,Griffin,Separated,No active duty,High school,No,Strong democrat,Conservative,Black,None,None,East South Central,Same city,Male,Yes,AL,123 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2824,51,No,El Paso,Hispanic or Latino,Mexico,Below average,Lived with parents,Less than high school,Diego,High school,Not Hispanic,Espinosa,Married,No active duty,Less than high school,No,Not very strong democrat,Slightly conservative,Other,Catholic,Catholic,Foreign,Different state,Male,Yes,TX,1234 Oak Street,"Less than $5,000",Not a U.S. citizen,Working full time
0877,52,Yes,Portland,White,Israel,Far below average,Lived with parents,Less than high school,Rachel,High school,Not Hispanic,Gates,Widowed,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Jewish,Jewish,Pacific,Different state,Female,Yes,OR,1234 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2250,52,Yes,Albuquerque,Hispanic or Latino,Mexico,Average,Lived with parents,Less than high school,Gerardo,High school,Not Hispanic,Rivera,Divorced,No active duty,Less than high school,No,Strong democrat,Liberal,Other,None,Catholic,Mountain,Same city,Male,Yes,NM,1234 Mesa Verde Dr,"Less than $5,000",A U.S. citizen,Working full time
2462,52,Yes,Philadelphia,Black or African American,Egypt,Average,Lived with parents,Less than high school,Ahmed,High school,Not Hispanic,Coleman,Never married,No active duty,High school,No,Strong democrat,Slightly conservative,Black,Muslim/Islam,Muslim/Islam,Middle Atlantic,Same city,Male,Yes,PA,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
3019,52,Yes,Des Moines,White,Germany,Far below average,"Divorce, separated",Less than high school,Judy,High school,Not Hispanic,Henderson,Married,No active duty,High school,Yes,Not very strong democrat,Slightly liberal,White,Protestant,Protestant,West North Central,Same city,Female,Yes,IA,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0773,53,Yes,Cambridge,White,Italy,Average,Lived with parents,Less than high school,Victor,High school,Not Hispanic,Frerichs,Married,No active duty,Less than high school,Yes,"Independent, close to republican",Conservative,White,Catholic,Catholic,New England,Same city,Male,No,MA,123 Elmwood Avenue,"$150,000 to $250,000",A U.S. citizen,Working full time
1546,53,Yes,Columbia,Black or African American,Other Africa,Below average,Lived with parents,Less than high school,Angela,High school,Not Hispanic,Jackson,Divorced,No active duty,Graduate,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,Same city,Female,Yes,SC,1526 Magnolia Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
2999,54,Yes,Portland,White,Italy,Above average,Lived with parents,Less than high school,Connie,High school,Not Hispanic,Ferraro,Divorced,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,Jewish,Catholic,Pacific,"Same state, different city",Female,No,OR,1234 Elm Street,"$40,000 to $75,000",A U.S. citizen,"Unemployed, laid off, looking for work"
3001,54,Yes,Princeton,White,Italy,Average,Lived with parents,Less than high school,Laura,High school,Not Hispanic,Leonard,Married,No active duty,High school,Yes,Strong republican,"Moderate, middle of the road",White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Female,No,NJ,123 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
0469,55,Yes,Birmingham,Black or African American,Other North America,Average,Lived with parents,Less than high school,James,High school,Not Hispanic,Brown,Divorced,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly conservative,Black,Protestant,Protestant,East South Central,Same city,Male,No,AL,123 Oak Ridge Lane,"$20,000 to $40,000",A U.S. citizen,Working full time
1093,55,Yes,Charleston,White,Spain,Average,Lived with parents,Less than high school,Joseph,High school,Not Hispanic,Gonzalez,Widowed,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Protestant,Protestant,South Atlantic,Same city,Male,Yes,SC,1234 Peachtree Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
1515,55,Yes,Charlotte,Black or African American,Other South America,Average,Lived with parents,Less than high school,Anthony,High school,Not Hispanic,Brown,Married,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,Black,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,NC,123 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
1597,55,No,Durham,Black or African American,Other Africa,Average,Lived with parents,Less than high school,James,High school,Not Hispanic,Gray,Divorced,No active duty,Less than high school,No,Strong democrat,"Moderate, middle of the road",Black,Orthodox-Christian,Orthodox-Christian,Foreign,Different state,Male,Yes,NC,123 Elmwood Ave,"$20,000 to $40,000",A U.S. citizen,Working full time
2234,55,Yes,Birmingham,White,Panama,Average,Lived with parents,Less than high school,Luis,High school,Not Hispanic,Gonzalez,Never married,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,White,Christian,Catholic,East South Central,Different state,Male,Yes,AL,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Working part time
0360,56,Yes,Little Rock,White,Other North America,Average,"Divorce, separated",Less than high school,Sandra,High school,Not Hispanic,Wilson,Divorced,No active duty,High school,No,Not very strong republican,"Moderate, middle of the road",White,Protestant,Protestant,West South Central,"Same state, different city",Female,No,AR,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
0584,56,Yes,Fort Wayne,White,Other North America,Average,Lived with parents,Less than high school,Debra,High school,Not Hispanic,Hoffman,Divorced,"Yes, more than 4 years",High school,No,Not very strong republican,"Moderate, middle of the road",White,None,None,East North Central,Different state,Female,No,IN,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
1139,56,Yes,Charleston,White,Germany,Average,Lived with parents,Less than high school,Susan,High school,Not Hispanic,Hamilton,Never married,No active duty,High school,Yes,"Independent, close to republican",Conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Female,No,SC,457 Magnolia Ave,"$40,000 to $75,000",A U.S. citizen,Keeping house
1243,56,No,Charleston,White,Cuba,Average,Lived with parents,Less than high school,Evelyn,High school,Not Hispanic,Martinez,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,South Atlantic,Same city,Female,Yes,SC,123 Elmwood Ave,"$40,000 to $75,000",A U.S. citizen,Working full time
2066,56,Yes,Providence,White,Portugal,Above average,Lived with parents,Less than high school,Robert,High school,Not Hispanic,Maldonado,Married,No active duty,Less than high school,No,Not very strong republican,"Moderate, middle of the road",White,Protestant,Catholic,New England,Same city,Male,No,RI,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
2554,56,No,Rockford,White,Romania,Below average,Parent died,Less than high school,Carolyn,High school,Not Hispanic,Wilson,Divorced,No active duty,Less than high school,No,"Independent (neither, no response)",Conservative,White,Protestant,Protestant,East North Central,Different state,Female,Yes,IL,482 Evergreen Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
0510,57,Yes,Milwaukee,White,England & Wales,Far below average,Lived with parents,Less than high school,Susan,High school,Not Hispanic,Bradley,Married,No active duty,High school,No,Not very strong democrat,Liberal,White,Catholic,Protestant,East North Central,Same city,Female,No,WI,123 Maplewood Drive,"Less than $5,000",A U.S. citizen,Retired
1055,57,Yes,Des Moines,White,Norway,Average,Lived with parents,Less than high school,Deborah,High school,Not Hispanic,Johnson,Divorced,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,West North Central,Same city,Female,No,IA,1234 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
3208,57,Yes,Birmingham,White,Germany,Average,"Divorce, separated",Less than high school,Robert,High school,Not Hispanic,Manning,Married,No active duty,High school,Yes,Strong republican,Extremely conservative,White,Protestant,Protestant,East South Central,Different state,Male,No,AL,123 Oakridge Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
3432,57,Yes,Little Rock,White,England & Wales,Below average,Lived with parents,Less than high school,Charles,High school,Not Hispanic,Hubbard,Married,No active duty,High school,No,"Independent (neither, no response)",Slightly conservative,White,Protestant,Protestant,West South Central,Same city,Male,No,AR,1528 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
1557,58,Yes,Boston,Black or African American,Nigeria,Average,Lived with parents,Less than high school,Abigail,High school,Not Hispanic,Johnson,Divorced,No active duty,Associate/junior college,Yes,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,New England,Same city,Female,No,MA,234 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
2294,58,Yes,Shreveport,White,Italy,Average,Lived with parents,Less than high school,Sandra,High school,Not Hispanic,Lombardi,Divorced,No active duty,High school,No,Not very strong republican,"Moderate, middle of the road",White,Protestant,Protestant,West South Central,Different state,Female,No,LA,1234 Magnolia Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
2787,58,Yes,Atlanta,Black or African American,South Africa,Above average,Lived with parents,Less than high school,Debra,High school,Not Hispanic,Williams,Never married,No active duty,Less than high school,Yes,"Independent, close to democrat","Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,Different state,Female,No,GA,1234 Peachtree Lane,"$75,000 to $100,000",A U.S. citizen,Retired
1584,59,No,Tucson,Hispanic or Latino,Mexico,Average,Lived with parents,Less than high school,Victor,High school,Not Hispanic,Medina,Married,No active duty,Less than high school,No,"Independent (neither, no response)","Moderate, middle of the road",Other,Catholic,Catholic,Foreign,Different state,Male,Yes,AZ,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working part time
1809,59,Yes,Tulsa,White,American only,Below average,Lived with parents,Less than high school,Linda,High school,Not Hispanic,Porter,Divorced,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly conservative,White,Protestant,Catholic,West South Central,Same city,Female,Yes,OK,4327 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Other
2060,59,Yes,Eugene,Black or African American,Jamaica,Below average,Lived with parents,Less than high school,Cheryl,High school,Not Hispanic,Robinson,Married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Other,Protestant,None,Pacific,"Same state, different city",Female,No,OR,1234 Maple Avenue,"$100,000 to $150,000",A U.S. citizen,Retired
2734,59,Yes,Birmingham,Black or African American,American Indian,Below average,Lived with parents,Less than high school,Yolanda,High school,Not Hispanic,Harris,Never married,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly conservative,Black,Protestant,Protestant,East South Central,Same city,Female,No,AL,123 Pine Street,"Less than $5,000",A U.S. citizen,Other
2799,59,No,Coral Gables,Hispanic or Latino,Cuba,Above average,Lived with parents,Less than high school,Julian,High school,Not Hispanic,Moroyoqui,Married,No active duty,High school,Yes,"Independent, close to democrat","Moderate, middle of the road",White,Christian,Christian,Foreign,Different state,Male,Yes,FL,742 Evergreen Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
1416,60,Yes,Newark,Black or African American,Other Africa,Far below average,Lived with parents,Less than high school,Terrence,High school,Not Hispanic,Harrington,Divorced,"Yes, 2-4 years",Less than high school,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,Middle Atlantic,Same city,Male,No,NJ,1022 Broad Street,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
2967,60,Yes,Charleston,White,England & Wales,Below average,Lived with parents,Less than high school,Judith,High school,Not Hispanic,Walker,Married,No active duty,High school,Yes,Strong republican,Slightly conservative,White,Catholic,Catholic,South Atlantic,"Same state, different city",Female,No,SC,123 Magnolia Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
0634,61,Yes,Springfield,White,France,Average,Lived with parents,Less than high school,Linda,High school,Not Hispanic,Bailey,Never married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Protestant,Protestant,East North Central,"Same state, different city",Female,No,IL,123 Maple Drive,"$75,000 to $100,000",A U.S. citizen,Retired
2167,61,Yes,Scranton,Native American or Alaska Native,American Indian,Below average,"Divorce, separated",Less than high school,Elaine,High school,Not Hispanic,Rivera,Separated,No active duty,High school,Yes,"Independent (neither, no response)",Extremely liberal,Other,None,None,Middle Atlantic,"Same state, different city",Female,No,PA,123 Elmwood Avenue,"$5,000 to $20,000",A U.S. citizen,Other
2353,61,Yes,San Antonio,White,Mexico,Average,Lived with parents,Less than high school,Kathryn,High school,Not Hispanic,Garcia,Divorced,No active duty,Less than high school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Catholic,Catholic,West South Central,"Same state, different city",Female,Yes,TX,1025 Elm Street,"$40,000 to $75,000",A U.S. citizen,Other
2651,61,Yes,Atlanta,Black or African American,Other North America,Far below average,Lived with parents,Less than high school,Denise,High school,Not Hispanic,Johnson,Never married,No active duty,Less than high school,No,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,Same city,Female,No,GA,1423 Oakwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2896,61,No,Nashua,White,Romania,Far below average,Lived with parents,Less than high school,Jeanine,High school,Not Hispanic,Noble,Married,No active duty,Less than high school,Yes,Not very strong democrat,Slightly conservative,White,Orthodox-Christian,Orthodox-Christian,Foreign,Different state,Female,Yes,NH,123 Elm Street,"Less than $5,000",A U.S. citizen,Keeping house
3064,61,Yes,Columbia,Black or African American,South Africa,Far below average,Lived with parents,Less than high school,Terrance,High school,Not Hispanic,Henderson,Separated,"Yes, 2-4 years",Less than high school,Yes,Not very strong democrat,Extremely liberal,Black,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,SC,123 Martin Luther King Jr Dr,"Less than $5,000",A U.S. citizen,Retired
1343,62,Yes,Scranton,White,Ireland,Average,Lived with parents,Less than high school,Eleanor,High school,Not Hispanic,Howard,Never married,No active duty,High school,No,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,Middle Atlantic,"Same state, different city",Female,No,PA,142 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Other
2035,62,Yes,Milwaukee,Native American or Alaska Native,American Indian,Average,Lived with parents,Less than high school,Sandra,High school,Not Hispanic,Johnson,Divorced,No active duty,High school,No,Strong democrat,"Moderate, middle of the road",White,Catholic,Catholic,East North Central,Same city,Female,No,WI,123 Maple Street,"$40,000 to $75,000",A U.S. citizen,Working full time
2271,62,Yes,Portland,White,Italy,Below average,Lived with parents,Less than high school,Joseph,High school,Not Hispanic,Sweeney,Divorced,No active duty,Less than high school,Yes,"Independent, close to democrat",Slightly liberal,White,Catholic,Catholic,New England,Same city,Male,No,ME,42 Elm Street,"$100,000 to $150,000",A U.S. citizen,Working full time
2619,62,Yes,Scranton,Hispanic or Latino,Puerto Rico,Below average,Lived with parents,Less than high school,Maria,High school,Not Hispanic,Diaz,Divorced,No active duty,Bachelor's,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,Middle Atlantic,Same city,Female,Yes,PA,123 Elmwood Avenue,"$5,000 to $20,000",A U.S. citizen,Keeping house
3380,62,Yes,Plano,White,Ireland,Average,Lived with parents,Less than high school,James,High school,Not Hispanic,Kelly,Married,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly conservative,White,Protestant,Protestant,West South Central,"Same state, different city",Male,No,TX,742 Evergreen Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
0182,63,Yes,Birmingham,Black or African American,Kenya,Above average,Lived with parents,Less than high school,Ronald,High school,Not Hispanic,Bradley,Married,No active duty,High school,Yes,Strong democrat,Extremely liberal,Black,Protestant,Protestant,East South Central,Same city,Male,No,AL,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
0730,63,Yes,Evanston,White,Germany,Above average,Lived with parents,Less than high school,Richard,High school,Not Hispanic,Hillard,Never married,No active duty,High school,No,"Independent, close to republican",Slightly conservative,White,Protestant,Protestant,East North Central,Same city,Male,No,IL,1024 Maplewood Lane,"$40,000 to $75,000",A U.S. citizen,Working part time
1949,63,Yes,Charleston,White,American only,Average,Lived with parents,Less than high school,William,High school,Not Hispanic,Greene,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Male,Yes,SC,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
2393,63,Yes,Savannah,Black or African American,Other Africa,Average,Lived with parents,Less than high school,Deborah,High school,Not Hispanic,Harris,Widowed,No active duty,Less than high school,Yes,Strong democrat,Slightly liberal,Black,Protestant,Protestant,South Atlantic,Same city,Female,No,GA,123 Magnolia Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
3347,63,Yes,Toledo,Hispanic or Latino,Puerto Rico,Below average,Lived with parents,Less than high school,Donald,High school,Not Hispanic,Gutierrez,Married,No active duty,Less than high school,No,"Independent, close to republican",Conservative,White,Catholic,Catholic,East North Central,Same city,Male,Yes,OH,3425 Ridgeview Road,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0273,64,Yes,Des Moines,White,Germany,Below average,Lived with parents,Less than high school,Katherine,High school,Not Hispanic,Harris,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,West North Central,"Same state, different city",Female,No,IA,1234 Maple Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
0626,64,Yes,Charleston,White,American only,Below average,Lived with parents,Less than high school,Linda,High school,Not Hispanic,Collins,Widowed,No active duty,High school,No,"Independent (neither, no response)",Slightly conservative,White,Protestant,Protestant,South Atlantic,Same city,Female,No,SC,123 Oakwood Drive,"$40,000 to $75,000",A U.S. citizen,Retired
1071,64,Yes,Chicago,Black or African American,Other Africa,Average,Lived with parents,Less than high school,James,High school,Not Hispanic,Reynolds,Married,No active duty,Less than high school,Yes,Strong democrat,Liberal,Black,Protestant,Protestant,East North Central,Different state,Male,No,IL,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Retired
2890,64,Yes,Little Rock,Black or African American,American Indian,Average,Lived with parents,Less than high school,Pamela,High school,Not Hispanic,Ellis,Widowed,No active duty,High school,Yes,Strong democrat,Slightly liberal,Black,None,Protestant,West South Central,Different state,Female,No,AR,1234 Elm Grove Avenue,"$20,000 to $40,000",A U.S. citizen,Working part time
3430,64,Yes,Little Rock,White,Scotland,Below average,Lived with parents,Less than high school,Susan,High school,Not Hispanic,Meyer,Divorced,No active duty,High school,Yes,Strong republican,Extremely conservative,White,Protestant,Protestant,West South Central,Same city,Female,No,AR,1478 Elm Street,"$40,000 to $75,000",A U.S. citizen,Retired
0376,65,Yes,Eugene,White,Ireland,Below average,Lived with parents,Less than high school,Linda,High school,Not Hispanic,Murphy,Divorced,No active duty,High school,Yes,"Independent, close to democrat","Moderate, middle of the road",White,None,Protestant,Pacific,"Same state, different city",Female,No,OR,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Retired
0683,65,Yes,Cleveland,Black or African American,Other Africa,Below average,Lived with parents,Less than high school,James,High school,Not Hispanic,Johnson,Divorced,No active duty,Less than high school,Yes,Strong democrat,Extremely liberal,Black,Protestant,Protestant,East North Central,Different state,Male,No,OH,1234 Elm Street,"Less than $5,000",A U.S. citizen,Retired
0777,65,Yes,Charleston,White,Ireland,Average,Lived with parents,Less than high school,Patricia,High school,Not Hispanic,Johnson,Married,No active duty,Associate/junior college,Yes,Not very strong republican,"Moderate, middle of the road",White,Protestant,Protestant,South Atlantic,"Same state, different city",Female,No,SC,123 Magnolia Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
0867,65,Yes,Cary,White,Other North America,Below average,Lived with parents,Less than high school,Richard,High school,Not Hispanic,Marshall,Married,"Yes, 2-4 years",High school,Yes,Strong republican,Slightly conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,NC,123 Greenway Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
1052,65,Yes,Columbia,Black or African American,South Africa,Far below average,Lived with parents,Less than high school,Keith,High school,Not Hispanic,Mosley,Widowed,"Yes, 2-4 years",Less than high school,No,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,Same city,Male,No,SC,123 Oakwood Lane,"$5,000 to $20,000",A U.S. citizen,Retired
